,Título,Nota,N_Avaliações,Desconto,Marca,Material,Gênero,Temporada,Review1,Review2,Review3,Preco,n_vendidos_categoria
549,Fita Dupla Face Para Levantar Peito E Segurar Roupa Decotada,4.5,86,0.46,Esquarcio Import Fashion Tape,N/A,Sem gênero,N/A,Tão bom que colei na barriga pra blusa não subir e arrancou os pelinhos tudo na hora q fui tirar kkkkkkkkk.,"Maravilhoso. Cola super aderente, dancei noite toda, transpirei bastante e não descolou.",Perfeita colou muito na roupa e na pele foi até difícil de tirar usei a noite toda e fiquei super a vontade. Super indico.,71.87,1000
550,Kit 2 Cuecas Boxer Lupo Basic Microfibra Sem Costura Box,4.8,1429,0.3,Lupo,Microfibra,Masculino,Primavera/Verão,Excelente produto e muito durável. Não sei como vai ser pq este produto dura muito. Comprei novo conjunto depois de quase 3 anos. Então se você quiser esquecer de comprar cueca pelo menos por 3 anos este é o produto ideal.,"Já conhecia esse produto de alta qualidade e preço baixo, tenho uma cueca dessa a 5 anos e ainda vai servir por mais tempo kkk, as cuecas de poliamida da lupo são excelentes, já as de algodão não duram um mês, não comprem as de algodão, comprem essa de poliamida são muito boas e bem duráveis m.","Produto original, estava com medo de comprar e não ser igual ao original porém me surpreendeu a qualidade do produto em breve vou comprar mais cuecas!.",69.99,10000
551,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312,0.05,Stillger,Algodão,Feminino,Outono/Inverno,"Maravilhoso, super recomendo, ficou perfeita 👏👏👏.",Pedi um produto veio outro sem falar no tamanho.,"Do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. A resposta da loja foi que só troca o kit inteiro. Mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",174.24,1000
552,Calça Moletom Feminina Aveloz Rosa,,0,0.0,Aveloz Style,Algodão,Feminino,N/A,N/A,N/A,N/A,109.99,1
553,Shorts Masculino Bermuda Curta De Linho Moda Casual Leve,,0,0.0,IMPÉRIO 22 MODA ATACADISTA,Algodão,Masculino,Primavera/Verão,N/A,N/A,N/A,41.2,5
554,Kit Lote 10 Conjuntos Infantil Masculino Ou Feminino Atacado,4.0,23,0.09,N.MODA,N/A,Sem gênero,N/A,Achei um tecido muito fraco e fino.,"Gostei,mas os lacinhos que vem no shots se desfazem com muita facilidade,tipo é linha pra todo lado.",Achei tudo muito bom.,229.2,100
555,3 Conjunto Moletom Infantil Menino Roupa Inverno Frio,4.6,13,0.4,MARQUES FASHION,Algodão,Meninos,N/A,Só veio 2 conjuntos e o kit eram 3. Mas beleza.,O produto é ótimo mas ótimo. Porém o tamanho q eu compre era pequeno para dois anos.,N/A,149.99,50
556,"Véu Para Dança, Leão,pano De Gesto Para Dança Profética",5.0,1,0.0,Agnus,N/A,Sem gênero,N/A,Na apresentação ficou lindo demais.,N/A,N/A,65.89,5
557,Kit 4 Conjuntos Short E Top Roupas Para Academia Atacado Re.,4.3,81,0.2,Akorio,Poliéster,Feminino,Primavera/Verão,"Amei os conjuntos, pedi cinza e preto caso estivesse disponivel e foi enviado. O short fica a quase um palmo acima do joelho. Achei o preto um pouco transparente, curto e apertado. O cinza e os estampados vestem super bem e nao ficaram transparentes, nao sei porque deu essa diferença com o preto. Ah, e adorei as estampas enviadas, vale super a pena. Siga a tabela de medidas que vai dar certo!!.","Ameiii, uso 42, mas comprei o gg, ficou ótimo, super recomendo, veio preta, cinza e 2 bem coloridos, ameiii, tecido bom, não marca. O short fica cintura alta e o top bem confortável. Tenho 72kg para referência.","O tamanho está bom, estampas bonitas mas infelizmente é transparente, não da p usar nem p ir na esquina aparece a calcinha, uso tm 42, me mandaram tm gg e mesmo assim super transparente. Não gostei e não recomendo.",159.92,500
558,Roupas Jeans Calça Masculina Moda Tradicional,4.1,28,0.0,MultiMarcas,Sarja/Jeans,Masculino,Primavera/Verão,Pequeno de mais gg e igual m fora que o pé tamanho 36 não passa no calcanhar. Devolvi.,Calça com uma modelagem ruim peguei uma gg parece um p.,Ficou muito bom no corpo.,60.0,100
559,Roupa Fantasia Temática Infantil Bebê Menino Do Mundo Bita,5.0,6,0.0,Mallú,N/A,Bebês,N/A,"Produto excelente qualidade, tecido de qualidade ótima, mesmo após a lavagem nada mudou, não encolheu, super recomendo!!.",Perfeito.,N/A,109.9,25
560,Short Jeans Feminino Com Elastano Barra Dobrada Cintura Alta,4.7,27,0.11,Menina Linda,Jean,Feminino,Primavera/Verão,"E lindoooo igual na foto, acabamento e caimento perfeitos! pena que pedi um número maior, uso 38 e pedi 40, ficou enorme, talvez até o 36 serviria, pois, possui bastante elastano, vou pedir outro menor! tenho 1, 64m e 60kg.",Showperfeito!.,Perfeito☺️☺️☺️.,49.49,100
561,Blusa T-shirt Roupas Feminina Básica Bolso Paête,,0,0.0,Yasmim,N/A,Feminino,Primavera/Verão,N/A,N/A,N/A,32.5,1
562,Kit Completo Ballet Adulto Balé Uniforme 6 Peças C/ Bolsa,4.3,10,0.0,Stelariss Figurinos,N/A,Feminino,N/A,"Parabéns, minha esposa adorou. Obrigada!!.",Produto excelente super recomendo.,"Os kits são maravilhosos, o tecido perfeito, as sapatilhas couberam perfeitamente, pois comprei um número a mais pra minha filha. Ela ficou encantada. Não vê a hora de usá-los 💜.",149.0,50
563,Calças Masculina Moletom Jogger Roupas Academia Treino,,0,0.0,MAXIMOS LR,Moletom,Sem gênero,N/A,N/A,N/A,N/A,51.96,5
564,Kit 02 Bermudas Jeans Plus Size Masculinas 50 Ao 60 Oferta,,0,0.0,roupas-pluks,Jean,Masculino,Primavera/Verão,N/A,N/A,N/A,159.0,1
565,Body Dragon Ball Super Goku + Touca Saiyajin Anime Temático,,0,0.0,Parly Baby,N/A,Bebês,Primavera/Verão,N/A,N/A,N/A,34.9,5
566,Roupa Oxford Masc 2 Pçs Candomblé Umbanda Direto De Fábrica,4.5,138,0.0,Atacadao Beira Mar,N/A,Masculino,N/A,"Ficou muito bom pelo preço, não é um tecido ruim , é um tecido bom eu recomendo, melhor que pagar 60/70 em algumas casas de ervas.",Material bom. Não encolhe. Comprei o meu número e ficou ótimo.,"Top de mais rs muito lindo, obrigado.",49.9,1000
567,Kit 4 Conjuntos Fitness Top E Short Roupas Feminina Academia,4.3,18,0.28,N/A,Poliéster,Feminino,N/A,"O produto atende as expectativas pelo valor pago, o preto e o cinza tem melhor qualidade e caimento no corpo, dá próxima vez pedirei só essas cores, comprarei novamente.",Achei muito legal eu recomendo 🙏👍.,Eu achei ótimo vou compra mas se estiver com leg.,176.36,100
568,Bermuda Masculina adidas Own The Run,,0,0.0,adidas,Reciclado,Masculino,Outono/Inverno,N/A,N/A,N/A,199.99,2
569,Kit Atacado 3 Calça Jeans Masculina Tradicional  (sortidas),4.6,1872,0.08,Moralice,Jean,Masculino,Primavera/Verão,Excelente produto ficou perfeita não precisou nem fazer banhia uma das coisas que me irrita nas calças que comprava na loja era os bolsos muito pequeno o celular ficava metade para fora já está vem com bolsos grandes perfeito outra coisa que gostei é que o tecido tem um pouco de elasticidade tornando a calda bem confortável para mim que ando de moto ficou perfeita recomendo futuramente comprarei mais 3 para meu sobrinho que já ficou de olho nas minhas kkk.,"Para o dia no trabalho, recomendo. Porém faço uma observação: mesmo sendo todas mesmo número, existe uma diferença na cintura, a que tem a mancha ficou bem justa, a clara um pouco mais folgada, e a escura em relação a mancha tem 2 cm diferença. Resolvam está situação nas próximas. Vai dar pra usar, mas se encolher na lavagem, uma ficará apertada demais.","Produto bom , medidas bem tradicional mesmo. Sem essa de apertar as pernas ,a bunda e as demais partes do homem ,a medida ficou ótima mas acredito que homens que usem acima de 44 precisa pedir um número a mais um detalhe que não gostei foram os bolsos rasos. No mais custo benefício ótimo ,jeans bom , lavagem boa , modelagem cumpre o que prometeu.",189.88,10000
570,Faixa Para Cabelo Lupo Sport Fitness Yoga Pilates 15010-001,5.0,3,0.0,Lupo,N/A,Feminino,N/A,"Muito bom produto, segura bem o cabelo. Tinha outra faixa que ficava caindo cabelo no olho, mas esta é bem segura, sem ficar apertando e marcando a testa. Também tem um bom material que retém o suor.",Gostei da cor e do formato.,N/A,41.99,25
571,Extensor Pés Do Bebê Para Carrinho De Bebê Alongador Apoio,,0,0.0,outros,N/A,Bebês,N/A,N/A,N/A,N/A,159.0,3
572,Kit 2 Shorts Infantil Juvenil Menina Algodão + Cotton Verão,,0,0.0,Lumari Kids,Algodão,Meninas,Primavera/Verão,N/A,N/A,N/A,32.91,5
573,Kit 10 Peças Roupa Infantil Menino 5 Regatas + 5 Bermudas,4.4,223,0.0,Multimarcas Nacionais,N/A,Meninos,N/A,"N são tão bonito quanto é na foto, o modelo e as estampas são bem diferentes do q mostra nas fotos, bem como o pano são ruins.","Meninas meu filho tem 3 anos ,comprei tam 4, porque o tecido é algodão e encolhe um pouco. Comprem um número maior porque vai encolher. No mais tudo certo, confortável e barato.",Os shorts são muito repetidos vcs não muda o modelos dos shorts são todos parecidos.,139.61,1000
574,Kit 3 Blusa Feminina Fitness Roupa Academia Caminhada Treino,4.7,43,0.0,Efect,N/A,Feminino,N/A,"Lindas ! são perfeitas, vou comprar de novo.",N/A,Esperava mais qualidade no produto. O terceiro é fino e o tamanho g é um pouco pequeno.,134.9,100
575,Kit 10 Shorts Jeans Feminino Com Cintura Alta Levanta Bumbum,,0,0.0,Stillger,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,199.99,2
576,Kit Ballet Infantil 6 Itens Com Saia De Tule Tou Tou Balé,4.7,23,0.0,Giovanna Ballet,N/A,Feminino,N/A,Perfeito! lindo demais!!!!.,Ameiiii. Nossa princesa ficou lindaa.,"Minha filha amou , super recomendo.",149.9,100
577,Saia Tapa Bumbum Fitness Em Romantic,,0,0.19,RMA,N/A,Feminino,N/A,N/A,N/A,N/A,37.61,25
578,Calça C/bolso Legging Fitness Promoção Entrega Rápida,4.3,45,0.0,delafitness,Poliéster,Feminino,N/A,"Calça muito boa, adorei.
Não é fina e tem um bolso gra de do lado.
Vou comprar mais dela.",Ótima qualidade do produto. Sugiro apenas que peçam um número maior. Para garantir que não fique transparente.,A calça é boa porém achei q seria de outro tecido e tbm eu pedi verde e veio preta no lugar.,29.3,1000
579,Bermuda Masculina Sarja Elastano Lycra Shorts Colorido,4.7,16,0.0,W Rios Jeans,Sarja,Masculino,Primavera/Verão,"Produto com ruim acabamento, tecido fino q chega ser transparente, costura torta e cheia de fios, colocam cardaço de tênis como cordão da bermuda, péssima compra.",Pode comprar sem medo achei perfeita.,Short muito lindo e confortável dei presente pro meu marido ele adorou. Compreo tamanho dele mesmo deu certinho.,54.99,100
580,Kit 10 Lacinhos Cabelo Bebê No Velcro,5.0,2,0.0,Mimos,N/A,Bebês,N/A,"Eu ameii, perfeito, igual da foto s2.",N/A,N/A,22.9,25
581,Roupa Feminina Fitness Conjunto Shortinho Saia Top Academia,3.7,16,0.0,Razzou,Suplex,Feminino,N/A,"Comprem um número a menos, pois comprei m e ficou um pouquinho grande. O tamanho p ficaria perfeito! mas no geral é de ótima qualidade.",Ameiii o pano e ótimo.,Não gostei muito.,59.9,50
582,Pacote Com 4 Cuecas Colcci Boxer Box Masculina Em Algodão,,0,0.0,Colcci,Algodão,Masculino,Primavera/Verão/Outono/Inverno,N/A,N/A,N/A,165.99,5
583,Bermuda Moletom Ii Everlast Masc Preto,,0,0.0,Everlast,Algodão,Masculino,Primavera/Verão,N/A,N/A,N/A,119.99,3
584,Calça Menino Menina Infantil Moletom Flanelado 1 Ao 8,3.8,17,0.4,Colbacho,Moletom,Meninos,Outono/Inverno,"Tamanho eh bem pequeno, tecido eh fino.","O produto é bom, coube certinho nos meus filhos, os tamanhos corresponderam corretamente. Encolheu um pouco depois que lavei e está ficando com aspecto ""surrado"" com o uso. Eu pedi azul royal, e veio para mim um cor mais para azul turquesa. Pretendo comprar no futuro, quando precisar, mas não criando expectativas sobre a cor ser exatamente o que busco. Recomendo sim. São boas peças.",Sensacional tecido resistente serviu certinho lavei não encolheu não desbotou.,37.66,100
585,Roupa De Mêsversário Meia Beca De Formatura | Tema Formatura,5.0,15,0.0,Becas&Brindes,N/A,Bebês,N/A,Ameiiiii o produto.,"Bem.
Completo é lindo.",Maravilhoso super recomendo muito obrigada meu filho ficou perfeito.,78.9,100
586,Kit 6 Cuecas Slip Light Zorba Algodão Original 772 Oferta,4.8,17,0.0,Zorba,Algodão,Masculino,Primavera/Verão Outono/Inverno,"Conheço a zorba 772 desde os anos 80, ao menos, mas indico esse tipo de cueca especificamente para pedalar e em cirurgias de vasectomia e reversão de vasectomia, no pós-operatório. O que os médicos aconselham para o dia a dia são cuecas samba canção, porque deixam tudo ventilado, e tem de ser de algodão.",Boa relação custo-benefício.,Gostei bastante das cuecas ficou show peguei o gg para o meu marido e ele disse que é super confortável e não aperta ótima qualidade.,109.49,100
587,Kit 3 Bermuda Cintura Alta Elastano Roupa Feminina Plus Size,4.6,66,0.0,Mr Jeans,Jeans,Feminino,Primavera/Verão,"Minhas bermudas ficaram boas do jeito que eu imaginei.
Vou comprar outras.
Podem comprar sem problema.",Ameiiii o produto só que a numeração é pequena preciso trocar pelo número 54.,Um tecido inferior.,149.9,100
588,Kit 4 Blusas Femininas De Academia Vest Legging Do P Ao Eg,4.6,158,0.0,Adamas,N/A,Feminino,Primavera/Verão,"Amei. Já é difícil ser gorda, ainda mais mal arrumada. Com essas blusinhas fiquei apenas gorda kkkkkk. Dá uma sensação de estar até mais magra. O tecido é uma delícia, o caimento é excelente.","Lindas ótimo caimento,mas tem que ser até dois números maiores pra vestir bem e não marcar a barriga,eu uso g e comprei eg fico perfeito.","Comprei tamanho grande já sabendo que poderia ficar um pouco maior do que meu número, já sei que médio fica perfeito. Tecido fresco, confortável, já estou pensando em comprar mais, de outras cores.",121.99,1000
589,Calça Jeans Nxo Skinny Lidiane Jeans Claro,,0,0.0,Nexo,Algodão orgânico,Feminino,Primavera/Verão,N/A,N/A,N/A,142.99,1
590,Kit 6 Cuecas Slip Micromodal Sem Costura Original Lupo,4.8,4,0.0,Lupo,Modal,Masculino,Primavera/Verão,Boas cuecas mas comprei sortidas e veio somente cores azuis!!.,N/A,N/A,205.9,5
591,Short Masculino M 3s 3 Listras adidas Novo,,0,0.34,adidas,Poliéster,Masculino,Outono/Inverno,N/A,N/A,N/A,149.99,50
592,Roupa De Bebe Macacão Camuflado Personalizado,4.9,68,0.0,Oncinha Bebê,Algodão,Bebês,Primavera/Verão,"O tecido é bom, fresquinho, o bordado do nome ficou certinho e bem feito. Apesar de ter avaliado que ficou perfeito, a criança ainda não nasceu, é um presente, é lindo, se fosse pra um bebê meu, compraria todos os tamanhos. Rsrs.","Ficou lindo, boa costura. Adorei! e o boné ficou confortável que meu bebê usou em toda a festa. Perfeito!.","Ele ficou um pouco grande,mais depois que vc lava ele da uma encolhida. Mais e muito bonito material ótimo.",54.9,500
593,Kit 3 Short Jeans Feminino Cintura Alta Barato Atacado,4.4,507,0.09,Menina Linda,Jean,Feminino,Primavera/Verão,"Estou encantada com essas peças!.
Os shorts são lindos e super confortáveis, comprem sem medo!.","Recomendo, tecido confortável, igual a foto.","Gostei muito dos shorts, material bom, para usar no dia a dia está ótimo.",129.2,1000
594,Saida De Maternidade Menina 5 Peças Charmosa Vermelha,4.7,2979,0.08,Maribaby enxovais,N/A,Bebês,N/A,"Simplesmente lindo! perfeito no acabamento e nos detalhes. É exatamente igual ao da foto, com a estampa exatamente fiel. Li um comentário onde a pessoa reclamava da textura da manta ser inapropriada a um bebê. Não procede, é um tecido de qualidade e com a goma própria de novo, após uma lavagem e com cheirinho de bebê vai ficar perfeito. Amei a qualidade, o designer e o acabamento de todas as peças. Recomendo!.","A roupa e linda gostei bastante, so nao darei 5 estrela porq o produto veio com algumas das custuras que nao estao perfeitos, a manta veio com um rasgo mais levarei na costureira para arrumar, e tambem na parte que encaixa no pe da crianca veio com um rasgo pois da pra arrumar!!! espero que vcs antes da entega verifica o produto se nao estiver rasgado para agenti ficar mais feliz com a compra!! obrigado.","O tamanho é bom,vai dar pra usar um tempo mas oq me decepcionou foi a cor, nas fotos a cor é linda,viva e pessoalmente é uma cor bem apagada, um salmão desbotado e sem graça então vou ter q usar só para ficar em casa e vou ter q comprar outra saída maternidade. Isso sem contar q a manta é extremamente fina para um recém nascido, poderiam melhorar isso.",88.78,10000
595,Roupa Apicultor Tirar Abelha Mel Sr Premium Antiferroada,4.5,11,0.0,SR APICULTURA,Poliamida,Sem gênero,N/A,Um dos melhores macacões que já comprei em 18 anos de apicultura.,Muito bom excelente.,Ótimo produto.,460.9,50
596,"Patch Estampado Bandeiras Do Brasil, Copa, Termocolante",5.0,1,0.06,Lika Loka,N/A,N/A,N/A,Maravilhoso.,N/A,N/A,29.19,5
597,Kit 02 Calças Jeans Feminina Skinny Cintura Alta Modeladora,4.4,30,0.08,Stillger Jeans,Algodão,Feminino,Outono/Inverno,Eu amei as calças tdo perfeito.,"Pedi 40 e achei que elas seriam o msm formato, mas não é, a calça clara é um 38 no máximo e a mais escura é sim 40, dei a calça clara mas vou ficar com a escura.",Gostei. Só a costura de uma é torta na perna mas usei igual. Tamanho conforme as medidas.,139.61,100
598,Short Tactel Masculino Bolso Traseiro Blocos Com Forro Tela,5.0,1,0.0,PAROLLI,Poliéster,Masculino,Primavera/Verão,"Tudo ótimo, apenas a etiqueta incomoda. Nada que não se possa resolver.",N/A,N/A,45.13,5
599,Aparelho Para Colocar Etiquetas Em Roupas + 5 Agulhas,,0,0.0,NYBC,N/A,Sem gênero,N/A,N/A,N/A,N/A,34.9,25
600,Kit 3 Conjunto Feminino Top + Calcinha Ckyron Roupa Feminina,4.5,40,0.0,Ckyron,Microfibra,Feminino,N/A,Ó tamanho gg veio muito pequeno.,"Lindos os conjuntos, irei comprar mais cm certeza.
Remomendo.",Produto com ótimo custo benefício.,30.45,100
601,Uniforme Roupa Kit Ballet Juvenil Adulto Completo,5.0,6,0.0,Gran Ballet,N/A,Feminino,N/A,Maravilhoso 😍😍😍.,"Eu amei, veste super bem , o tecido é grosso do body e da meia.",Muito bom somente a saia que achei que deveria ser de um tecido um pouco mais grosso pois ficou transparente de acordo com a posição contra a luz que se olha. Nos outros quesitos ficou ótimo. Obrigado.,179.6,5
602,Kit 8 Peças De Roupa Infantil Masculino 4 Camisas + 4 Shorts,4.4,388,0.1,Imperio Kids,N/A,Bebês,N/A,Ótima roupas.,"Os tecidos são de excelente qualidade, recomendo.",Ficou perfeito peguei tamanho 3 meu filho tem 2 anos.,112.82,1000
603,2 Máscara De Proteção Lupo Dupla Camada Reutilizável Lavável,4.9,52,0.34,Lupo,N/A,N/A,N/A,Adorei.,Ótima.,"Muito bom produto, confortavel e bem leve !!!!.",39.39,1000
604,Kit 3 Calça Jeans Feminina Levanta Bumbum Cintura Alta,4.3,312,0.05,Stillger,Algodão,Feminino,Outono/Inverno,"Maravilhoso, super recomendo, ficou perfeita 👏👏👏.",Pedi um produto veio outro sem falar no tamanho.,"Do kit, uma calça ficou perfeita, uma ficou boa e a outra não serviu, ficou pequena, pedi a loja para trocar somente a que não serviu, pois como eu só experimentei uma achei que daria certo as outras e já usei, quando fui usar a terceira, não serviu. A resposta da loja foi que só troca o kit inteiro. Mas como vou trocar um kit de calças 38 por outro kit de calça 38 se apenas 1 veio no tamanho errado?.",174.24,1000
605,Kit 5 Bermudas Tactel Mauricinho Short Juvenil Estampado,,0,0.0,Rebel Cat,Microfibra,Meninos,Primavera/Verão,N/A,N/A,N/A,78.97,25
606,Calça Juvenil Moletom Menino Menina Confortavel Flanelado,,0,0.41,Colbacho,Moletom,Meninos,Outono/Inverno,N/A,N/A,N/A,46.59,5
607,Roupa Fantasia Marsha E O Urso Manga Longa,5.0,21,0.0,Mimos da Gi,N/A,Bebês,N/A,"Maravilhosa ,comprem sem medo.",Muito linda! a minha filha amou!.,"Ficou lindo na minha filha ela amou.
Na hora de lavar não desbotou o acabamento bem bom super recomendo 👏.",78.9,100
608,Bermuda Cinta Modeladora Feminina Slim Afina Cintura Lupo,5.0,1,0.0,Lupo,Poliamida-Nylon,Feminino,Primavera/Verão,Muito boa qualidade 👏👏👏👏👏.,N/A,N/A,109.9,5
609,6 Cueca Box Boxer Lupo Plus Size Tamanho Especiais Algodão,4.9,7,0.0,Lupo,Algodão,Masculino,Primavera-verão Outono-inverno,Excelente.,Muito boa a qualidade gostei muito.,"Só uso cuecas e meias lupo,pois sou cliente lupo a muitos anos pôr gostar do produto confeção e veste confortável.",160.9,50
610,Kit Ballet Balé Bailarina Uniforme 7 Peças Com Bolsa Inverno,4.6,101,0.12,Stelariss Figurinos,N/A,Feminino,N/A,Ficou perfeito. É muito confortável. O tamanho ficou exatamente como eu queria. Minha filha ficou linda e feliz. A bolsa é muito maravilhosa. Amamos tudo. Obrigado 🙏🙏.,Amei ficou lindo na minha bonequinha 😍.,Eu achei maravilhoso minha filha amou.,179.52,500
611,Calça Jeans Plus Size Skinny Levanta Bumbum Destroyed,4.6,21,0.0,Stillger,Algodão,Feminino,Outono/Inverno,Tecido muito bom.,"Perfeitoooooooooo, pra você que veste 48 compra 50.",Bom dia a calça veio com defeito de fábrica com uma aparência de tecido lavada e passada e com passa cinto descosturado.,62.99,100
612,Kit 10 Short Jeans Feminino Com Cintura Alta Atacado Revenda,,0,0.0,Stillger,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,199.99,5
613,Jardineira Temática - Romper Bolofofos Com Calcinha,5.0,6,0.0,Daddy & Baby e Cia,N/A,Bebês,N/A,"Amei, super fofo. De ótima qualidade, ainda não lavei.","Dei de presente,ficou lindo na minha sobrinha.",Ficou maravilhoso 😍 muito lindo.,98.9,25
614,Beca Infantil,4.9,18,0.0,tomasi becas,N/A,Sem gênero infantil,N/A,Beca linda e bem feita 😍.,Bem feito e um bom tecido.,Ótimo produto muito bom gostei em breve voltarei a realizar novas compras estou muito satisfeito.,125.9,100
615,Kit 10 Peças Roupa Infantil Masculina Moletinho E Tactel,4.3,282,0.0,Amma Kids,N/A,Meninos,N/A,"Deveriam colocar na descrição diferente, pois agente pensa que é 10 conjuntos, quando q na verdade é 5 conjuntos. 5 bermudas é 5 camisetas. As bermudas até q é um tamanho bom para 2 anos, mais as camisas achei pequena para 2 anos.","O tamanho foi realmente o que eu esperava, estampas bonitas, perfeito para o dia a dia, super recomendo.","Já usei todos,lavei na mão,na máquina e não encolheu, qualidade boa essas fotos são reais do produto, do dia dessa postagem gostei bastante.",129.9,1000
616,Short Jeans Plus Size Feminino Cintura Alta Barra Dobrada,,0,0.11,Stillger,Algodão,Feminino,Primavera/Verão,N/A,N/A,N/A,64.84,5
617,Conjunto Calça Blusa Térmica Roupafrio Segunda Pele Masculin,,0,0.07,DL Têxtil,suplex flanelado,Masculino,Outono/Inverno,N/A,N/A,N/A,139.52,5
618,Conjunto Calça Legging Top Liso Roupas Para Academia Fitness,4.3,55,0.23,N/A,Suplex Poliéster,Feminino,N/A,"Eu gostei,sou baixinha e uso 38.
Peguei o tamanho m.
Ficou bem justinho,a calça quase ficou curta,bem em cima msm.
Mas veste super bem.","Produto de pessima qualidade, material transparente e horrivel.",Ótimo. Do jeito que eu esperava. Muito satisfeita.,59.12,500
619,Kit 10 Peças Menina Conjunto Infantil 5 Camisetas + 5 Shorts,5.0,1,0.36,Imperio Kids,N/A,Meninas,N/A,"Tecido de ótima qualidade, estão de parabéns.",N/A,N/A,155.77,50
